signal_date,ticker,universe_type,name,entry_close,daily_history_count,trading_value,avg_trading_value_20d_prior,trading_value_ratio_20d_prior,volume_ratio_20d_prior,close_price,daily_return,daily_range_pct,market_cap,flat_candle,clv,upper_wick_ratio,lower_wick_ratio,recent_confirmed_swing_low,previous_confirmed_swing_low,higher_low_pct,support_level,low_vs_support_pct,close_vs_support_pct,prior_high_5,prior_low_5,breakout_pct_5,low_vs_prior_high_pct_5,close_vs_prior_low_pct_5,box_width_pct_5,prior_high_10,prior_low_10,breakout_pct_10,low_vs_prior_high_pct_10,close_vs_prior_low_pct_10,box_width_pct_10,prior_high_20,prior_low_20,breakout_pct_20,low_vs_prior_high_pct_20,close_vs_prior_low_pct_20,box_width_pct_20,prior_high_60,prior_low_60,breakout_pct_60,low_vs_prior_high_pct_60,close_vs_prior_low_pct_60,box_width_pct_60,next_trade_date,next_open,next_high,next_low,next_close,next_open_gap_return,next_close_return,mfe,mae,hit_plus_2pct,hit_minus_2pct,first_touch,intraday_path_available,split,universe_membership_mode,management_status_available,halt_status_available,listing_date_available,quote_spread_available,stock_return_5d,stock_return_20d,atr14_pct,avg_range_pct_5d,avg_range_pct_20d,atr_expansion_5d,stop_to_atr_ratio,volume_anchor_ratio,close_vs_swing_avwap_pct,close_vs_volume_anchor_avwap_pct,sampled_new_low_count,sampled_bar_count,afternoon_last_observation,afternoon_end_quality,return_after_1430,sampled_up_down_volume_ratio,sampled_afternoon_clv,close_vs_sampled_high_pct,close_vs_sampled_poc_pct,sampled_afternoon_volume_ratio,sector,prior_value_percentile,today_value_ratio_percentile,liquidity_pass,setup_a,setup_b_5,setup_b_10,setup_b_20,setup_b_60,setup_b,setup_c,price_action_pass,price_action_types,above_swing_avwap,above_volume_anchor_avwap,avwap_above_count,sampled_poc_recovered,location_data_available,location_pass,flow_price_not_weaker,flow_no_new_low,flow_up_volume_dominant,flow_strong_close,afternoon_data_available,afternoon_condition_count,afternoon_flow_pass,market_return_20d_proxy,sector_proxy_available,sector_return_5d_proxy,rs5_sector_proxy,rs20_market_proxy,sector_strength_percentile,market_strength_percentile,relative_strength_pass,relative_strength_quality,atr_percentile,volatility_pass,technical_pass,market_manual_state,final_pass,decision,stage_reason
2026-07-21,000080,market_cap_10000eok_plus,하이트진로,14620,127,1131857145,2080285844.25,0.5440873176772808,0.5495530700187335,14620,-0.010825439783491153,0.02435723951285521,1025353392820,False,0.3055555555555556,0.6388888888888888,0.3055555555555556,14580.0,13830.0,0.054229934924078016,14580.0,-0.004801097393689946,0.00274348422496562,15350.0,14480.0,-0.047557003257329034,-0.0547231270358306,0.00966850828729271,0.060082872928176795,15400.0,14480.0,-0.05064935064935061,-0.05779220779220784,0.00966850828729271,0.06353591160220995,15580.0,13830.0,-0.061617458279845994,-0.06867779204107827,0.057122198120028944,0.1265365148228489,17440.0,13830.0,-0.16169724770642202,-0.16800458715596334,0.057122198120028944,0.26102675343456255,,,,,,,,,,,,unavailable,False,outside_analysis,retrospective_snapshot,False,False,False,False,-0.022727272727272707,-0.0324288550628723,0.03400429939417628,0.03141850765098542,0.03517650651123152,-0.07025320298743087,0.5881609195402299,1.306302161972772,-0.021247739237024166,-0.023408699716045533,,,,,,,,,,,,0.03832752613240418,0.33797909407665505,False,False,False,False,False,False,False,False,False,,False,False,0,False,False,False,False,False,False,False,False,0,False,-0.12028639618138426,False,-0.038828337874659447,0.01610106514738674,0.08785754111851196,0.627177700348432,0.7142857142857143,True,universe_proxy,0.017421602787456445,False,False,pending,False,기술조건 탈락,"탈락: 유동성, Price Action, AVWAP·위치, 오후 흐름, 변동성"
2026-07-21,000100,market_cap_10000eok_plus,유한양행,69600,127,12891777250,21642789880.0,0.5956615261470163,0.6016702314381301,69600,0.005780346820809301,0.031791907514450865,5543473029600,False,0.7727272727272727,0.22727272727272727,0.045454545454545456,66200.0,66600.0,-0.006006006006005982,66200.0,0.025679758308157163,0.051359516616314105,71300.0,66200.0,-0.02384291725105192,-0.04768583450210384,0.051359516616314105,0.0770392749244713,71300.0,66200.0,-0.02384291725105192,-0.04768583450210384,0.051359516616314105,0.0770392749244713,75900.0,65000.0,-0.08300395256916993,-0.1054018445322793,0.0707692307692307,0.1676923076923077,97700.0,65000.0,-0.28761514841351077,-0.3050153531218014,0.0707692307692307,0.5030769230769231,,,,,,,,,,,,unavailable,False,outside_analysis,retrospective_snapshot,False,False,False,False,0.022026431718061623,-0.05177111716621252,0.04233374384236453,0.03743635051166263,0.049824366878691774,-0.2341367859713407,0.47243636363636365,1.4698730184709807,0.010786884348672698,0.0004582507490615839,,,,,,,,,,,,0.4634146341463415,0.4529616724738676,True,False,False,False,False,False,False,False,False,,True,True,2,False,False,False,False,False,False,False,False,0,False,-0.12028639618138426,False,-0.038828337874659447,0.06085476959272107,0.06851527901517174,0.8850174216027874,0.6550522648083623,True,universe_proxy,0.0627177700348432,False,False,pending,False,기술조건 탈락,"탈락: Price Action, AVWAP·위치, 오후 흐름, 변동성"
2026-07-21,000120,market_cap_10000eok_plus,CJ대한통운,71300,127,1919060850,4081965940.0,0.47013151951973414,0.4885418877038513,71300,-0.002797202797202747,0.023776223776223775,1626520127200,False,0.4117647058823529,0.47058823529411764,0.4117647058823529,71100.0,69500.0,0.02302158273381294,71100.0,-0.007032348804500654,0.002812939521800173,75900.0,71000.0,-0.06060606060606055,-0.06982872200263501,0.004225352112676051,0.06901408450704226,78000.0,71000.0,-0.08589743589743593,-0.09487179487179487,0.004225352112676051,0.09859154929577464,80000.0,69500.0,-0.10875000000000001,-0.11750000000000005,0.025899280575539585,0.1510791366906475,109100.0,69500.0,-0.34647112740604946,-0.3528872593950504,0.025899280575539585,0.5697841726618705,,,,,,,,,,,,unavailable,False,outside_analysis,retrospective_snapshot,False,False,False,False,-0.03125,-0.07161458333333337,0.04167501502704869,0.02853130912891566,0.04493188097688448,-0.18516251453755272,0.4799038461538461,1.4021264079866227,-0.020429089939778988,-0.020429089939778988,,,,,,,,,,,,0.10452961672473868,0.23693379790940766,False,False,False,False,False,False,False,False,False,,False,False,0,False,False,False,False,False,False,False,False,0,False,-0.12028639618138426,False,-0.038828337874659447,0.0075783378746594465,0.04867181284805089,0.5749128919860628,0.6202090592334495,False,universe_proxy,0.04878048780487805,False,False,pending,False,기술조건 탈락,"탈락: 유동성, Price Action, AVWAP·위치, 오후 흐름, 상대강도, 변동성"
2026-07-21,000150,market_cap_10000eok_plus,두산,1123000,127,53626661000,124605347425.0,0.4303720675573567,0.5355001611270066,1123000,0.003574620196604039,0.1063449508489723,18185676705000,False,0.4789915966386555,0.5210084033613446,0.453781512605042,1160000.0,1160000.0,0.0,1160000.0,-0.08103448275862069,-0.03189655172413797,1428000.0,1101000.0,-0.2135854341736695,-0.2535014005602241,0.019981834695731227,0.2970027247956403,1503000.0,1101000.0,-0.2528276779773786,-0.2907518296739854,0.019981834695731227,0.3651226158038147,1768500.0,1101000.0,-0.36499858637263216,-0.3972292903590614,0.019981834695731227,0.6062670299727521,2489000.0,1101000.0,-0.5488147850542386,-0.5717155484130172,0.019981834695731227,1.2606721162579473,,,,,,,,,,,,unavailable,False,outside_analysis,retrospective_snapshot,False,False,False,False,-0.09289176090468498,-0.31146535867565905,0.13465207988805494,0.0867700868553601,0.102334824958994,0.07399440801646029,0.14853094000944736,2.366016861949187,-0.06874775897790375,-0.06874775897790375,,,,,,,,,,,,0.8745644599303136,0.1672473867595819,True,False,False,False,False,False,False,False,False,,False,False,0,False,False,False,False,False,False,False,False,0,False,-0.12028639618138426,False,-0.038828337874659447,-0.05406342303002554,-0.1911789624942748,0.1951219512195122,0.18118466898954705,False,universe_proxy,0.89198606271777,False,False,pending,False,기술조건 탈락,"탈락: Price Action, AVWAP·위치, 오후 흐름, 상대강도, 변동성"
2026-07-21,000240,market_cap_10000eok_plus,한국앤컴퍼니,25150,127,1549648400,2414088547.5,0.6419186245694246,0.6257361295293393,25150,0.018218623481781382,0.05668016194331984,2387621286000,False,0.6785714285714286,0.32142857142857145,0.17857142857142858,24300.0,23850.0,0.018867924528301883,24300.0,-0.004115226337448541,0.034979423868312765,25800.0,24300.0,-0.025193798449612448,-0.06201550387596899,0.034979423868312765,0.06172839506172839,26450.0,23850.0,-0.04914933837429114,-0.0850661625708885,0.05450733752620551,0.1090146750524109,26450.0,22200.0,-0.04914933837429114,-0.0850661625708885,0.13288288288288297,0.19144144144144143,32000.0,22100.0,-0.21406250000000004,-0.24375000000000002,0.1380090497737556,0.4479638009049774,,,,,,,,,,,,unavailable,False,outside_analysis,retrospective_snapshot,False,False,False,False,0.020283975659229236,0.034979423868312765,0.05041181482533371,0.04271875629284434,0.047588408298271614,0.032469869212027325,0.3967323943661972,0.9656425590416988,0.009673649088476788,0.009673649088476788,,,,,,,,,,,,0.059233449477351915,0.5435540069686411,False,True,False,False,False,False,False,False,True,A,True,True,2,False,False,False,False,False,False,False,False,0,False,-0.12028639618138426,False,-0.038828337874659447,0.05911231353388868,0.15526582004969702,0.8815331010452961,0.8571428571428571,True,universe_proxy,0.14634146341463414,False,False,pending,False,기술조건 탈락,"탈락: 유동성, AVWAP·위치, 오후 흐름, 변동성"
2026-07-21,000250,market_cap_10000eok_plus,삼천당제약,167800,127,244400038000,26988371492.5,9.055753440622311,10.479366142624148,167800,-0.29790794979079493,0.3619246861924686,3936163801600,False,0.003468208092485549,0.028901734104046242,0.003468208092485549,173100.0,183300.0,-0.0556464811783961,173100.0,-0.03235124205661466,-0.030618139803581745,239000.0,173100.0,-0.29790794979079493,-0.299163179916318,-0.030618139803581745,0.3807047949162334,239000.0,173100.0,-0.29790794979079493,-0.299163179916318,-0.030618139803581745,0.3807047949162334,252000.0,173100.0,-0.33412698412698416,-0.33531746031746035,-0.030618139803581745,0.4558058925476603,502000.0,173100.0,-0.6657370517928287,-0.6663346613545817,-0.030618139803581745,1.9000577700751011,,,,,,,,,,,,unavailable,False,outside_analysis,retrospective_snapshot,False,False,False,False,-0.09248242293131426,-0.30517598343685304,0.1462625574663715,0.11032470180369032,0.09535205757578466,0.33928283076565013,0.13674039580908035,10.479366142624148,-0.1424788711291265,-0.14576616324453162,0.0,61.0,15:30,exact_1530,0.0017910447761193549,9.826347305389222,0.5,-0.0017846519928613747,0.0,0.05919739136193737,제약,0.5156794425087108,1.0,True,False,False,False,False,False,False,False,False,,False,False,0,True,True,False,True,True,True,False,True,3,True,-0.12028639618138426,False,-0.038828337874659447,-0.05365408505665481,-0.18488958725546878,0.1986062717770035,0.18466898954703834,False,universe_proxy,0.9337979094076655,False,False,pending,False,기술조건 탈락,"탈락: Price Action, AVWAP·위치, 상대강도, 변동성"
2026-07-21,000270,market_cap_10000eok_plus,기아,144600,127,123980957250,162033460959.55,0.7651565085124645,0.7843468598309716,144600,0.03285714285714292,0.054285714285714284,56453719510800,False,0.9605263157894737,0.039473684210526314,0.2894736842105263,138700.0,130000.0,0.06692307692307686,138700.0,-0.010093727469358327,0.04253785147801015,151100.0,138100.0,-0.043017868960953054,-0.09133024487094643,0.047067342505430876,0.0941346850108617,162900.0,138100.0,-0.11233885819521183,-0.15715162676488648,0.047067342505430876,0.17958001448225924,162900.0,130000.0,-0.11233885819521183,-0.15715162676488648,0.11230769230769222,0.2530769230769231,184200.0,130000.0,-0.21498371335504884,-0.254614549402823,0.11230769230769222,0.4169230769230769,,,,,,,,,,,,unavailable,False,outside_analysis,retrospective_snapshot,False,False,False,False,0.0076655052264809065,-0.044914134742404244,0.06559968385694527,0.048510493591435645,0.06058588936364678,0.006797287002315189,0.30487951807228914,1.4375255020394968,0.009174382968581085,-0.017111629293519837,3.0,61.0,15:30,exact_1530,0.004166666666666652,5.045983691408024,0.8823529411764706,-0.0013812154696132284,0.0,0.38232645954972044,로봇,0.9059233449477352,0.7247386759581882,True,False,False,False,False,False,False,False,False,,True,False,1,True,True,True,True,False,True,True,True,3,True,-0.12028639618138426,True,-0.016410256410256396,0.024075761636737303,0.07537226143898001,1.0,0.6724738675958188,True,sector_constituent_proxy,0.37282229965156793,True,False,pending,False,기술조건 탈락,탈락: Price Action
2026-07-21,000500,market_cap_10000eok_plus,가온전선,181100,127,23837876400,56656866642.5,0.4207411707113097,0.5325103686614924,181100,0.04020677771395742,0.06547960941987363,2995958126500,False,0.35964912280701755,0.5964912280701754,0.35964912280701755,210500.0,157258.0,0.33856465171883143,210500.0,-0.15914489311163893,-0.139667458432304,260500.0,170600.0,-0.3047984644913627,-0.32053742802303264,0.061547479484173495,0.5269636576787807,292000.0,170600.0,-0.37979452054794516,-0.3938356164383562,0.061547479484173495,0.7116060961313013,326000.0,157258.0,-0.44447852760736195,-0.4570552147239264,0.15161072886594007,1.0730264914980479,352859.0,84130.0,-0.48676383484621333,-0.49838320689000426,1.152620943777487,3.1942113395934864,,,,,,,,,,,,unavailable,False,outside_analysis,retrospective_snapshot,False,False,False,False,-0.26828282828282823,-0.03720912923513686,0.20623964660408614,0.10323264654793365,0.12952761705307086,0.3522260675169562,0.09697456492637216,1.6987422905171252,-0.18147000146300107,-0.2151408638173279,,,,,,,,,,,,0.686411149825784,0.14285714285714285,True,False,False,False,False,False,False,False,False,,False,False,0,False,False,False,False,False,False,False,False,0,False,-0.12028639618138426,False,-0.038828337874659447,-0.2294544904081688,0.0830772669462474,0.006968641114982578,0.6933797909407665,False,universe_proxy,0.9965156794425087,False,False,pending,False,기술조건 탈락,"탈락: Price Action, AVWAP·위치, 오후 흐름, 상대강도, 변동성"
2026-07-21,000660,market_cap_10000eok_plus,SK하이닉스,1836000,127,8463537080489,15113455766572.8,0.5600001224874218,0.7141545253653805,1836000,0.04081632653061229,0.08900226757369614,1308521542140000,False,0.6624203821656051,0.3375796178343949,0.27388535031847133,1678000.0,2076000.0,-0.1917148362235067,1678000.0,0.03218116805721105,0.09415971394517286,2171000.0,1678000.0,-0.1543067710732381,-0.2022109626900046,0.09415971394517286,0.2938021454112038,2497000.0,1678000.0,-0.2647176611934321,-0.3063676411694033,0.09415971394517286,0.48808104886769965,2987000.0,1678000.0,-0.3853364579845999,-0.4201540006695681,0.09415971394517286,0.7800953516090584,2987000.0,1183000.0,-0.3853364579845999,-0.4201540006695681,0.551986475063398,1.5249366018596788,,,,,,,,,,,,unavailable,False,outside_analysis,retrospective_snapshot,False,False,False,False,-0.004878048780487809,-0.37101747173689614,0.1357376283846872,0.08278797744159783,0.09764050679468277,-0.06354088109602818,0.14734307824591575,1.700721003524943,-0.02505788950578869,-0.02505788950578869,2.0,61.0,15:30,exact_1530,-0.007567567567567601,3.9343779348962484,0.0625,-0.01607717041800638,0.0,0.24009421435727824,반도체 메모리,1.0,0.3832752613240418,True,False,False,False,False,False,False,False,False,,False,False,0,True,True,False,False,False,True,False,True,1,False,-0.12028639618138426,True,0.017681728880157177,-0.022559777660644986,-0.2507310755555119,0.3333333333333333,0.07317073170731707,False,sector_constituent_proxy,0.9059233449477352,False,False,pending,False,기술조건 탈락,"탈락: Price Action, AVWAP·위치, 오후 흐름, 상대강도, 변동성"
2026-07-21,000720,market_cap_10000eok_plus,현대건설,93800,127,34858269350,72374632960.0,0.48163656138008276,0.5699332536342951,93800,0.03076923076923066,0.07692307692307693,10445170757000,False,0.7142857142857143,0.2857142857142857,0.17142857142857143,94200.0,96400.0,-0.022821576763485507,94200.0,-0.0573248407643312,-0.00424628450106157,109200.0,90100.0,-0.14102564102564108,-0.18681318681318682,0.04106548279689237,0.21198668146503885,120200.0,90100.0,-0.21963394342762066,-0.2612312811980033,0.04106548279689237,0.3340732519422864,132100.0,90100.0,-0.28993186979560936,-0.32778198334595,0.04106548279689237,0.46614872364039955,179500.0,90100.0,-0.47743732590529253,-0.5052924791086351,0.04106548279689237,0.9922308546059934,,,,,,,,,,,,unavailable,False,outside_analysis,retrospective_snapshot,False,False,False,False,-0.07586206896551728,-0.2660406885758998,0.08802924154736522,0.058717485621615974,0.07621308148367609,-0.02426246303583479,0.22719723183391002,1.1001278464498259,-0.028138719190859085,-0.11261369394495524,,,,,,,,,,,,0.7665505226480837,0.25435540069686413,True,False,False,False,False,False,False,False,False,,False,False,0,False,False,False,False,False,False,False,False,0,False,-0.12028639618138426,False,-0.038828337874659447,-0.037033731090857835,-0.14575429239451554,0.28222996515679444,0.2578397212543554,False,universe_proxy,0.578397212543554,False,False,pending,False,기술조건 탈락,"탈락: Price Action, AVWAP·위치, 오후 흐름, 상대강도, 변동성"
